year,pmid,author,coauthor,apid,cpid
2009-01-07T00:00:00,19195794,Patrick K. Randall,Patricia K. Latham,2853,2516
2009-01-07T00:00:00,19195794,Patrick K. Randall,Marcelo Fernando Lopez,2853,2564
2009-01-07T00:00:00,19195794,Patrick K. Randall,Kennerly S. Patrick,2853,2800
2009-01-07T00:00:00,19195794,Patrick K. Randall,Adrian  Reuben,2853,2881
2009-01-07T00:00:00,19195794,Patrick K. Randall,Suzanne Thomas Withers,2853,3155
2009-01-07T00:00:00,19195794,Patrick K. Randall,Lynn M.p. Veatch,2853,3210
2009-01-07T00:00:00,19195794,Patrick K. Randall,Konstantin E. Voronin,2853,3223
2009-01-07T00:00:00,19195794,Patrick K. Randall,Tara M. Wright,2853,3296
2009-01-07T00:00:00,19195794,Patrick K. Randall,Heather A. Boger,2853,3362
2009-01-07T00:00:00,19195794,Patrick K. Randall,Joseph P. Schacht,2853,4071
2009-01-07T00:00:00,19195794,Patrick K. Randall,Justin T. Gass,2853,3847
2009-01-08T00:00:00,19072163,Craig C. Beeson,Chung-jen Jen James Chou,1838,1979
2009-01-08T00:00:00,19072163,Craig C. Beeson,Robin C. Muise-helmericks,1838,2730
2009-01-08T00:00:00,19072163,Craig C. Beeson,Rick G Schnellmann,1838,2973
2009-01-08T00:00:00,19072163,Craig C. Beeson,Sherine Swee Lin Chan,1838,3010
2009-01-08T00:00:00,19072163,Craig C. Beeson,Adam J. Smolka,1838,3058
2009-01-08T00:00:00,19072163,Craig C. Beeson,Bryan P. Toole,1838,3170
2009-01-08T00:00:00,19072163,Craig C. Beeson,Christopher Charles Lindsey,1838,3382
2009-01-08T00:00:00,19072163,Craig C. Beeson,Mariana Atina Pehar,1838,3703
2009-01-08T00:00:00,19072163,Craig C. Beeson,Marcelo Raul Vargas,1838,3704
2009-01-08T00:00:00,19072163,Craig C. Beeson,Jennifer J. Rahn,1838,4068
2009-01-08T00:00:00,19072163,Rick G Schnellmann,Craig C. Beeson,2973,1838
2009-01-08T00:00:00,19072163,Rick G Schnellmann,Andrew K. Gelasco,2973,2193
2009-01-08T00:00:00,19072163,Rick G Schnellmann,John E. Oatis,2973,2767
2009-01-08T00:00:00,19072163,Rick G Schnellmann,Zhi  Zhong,2973,3323
2009-01-08T00:00:00,19072163,Rick G Schnellmann,Christopher Charles Lindsey,2973,3382
2009-01-08T00:00:00,19072163,Rick G Schnellmann,Benjamin Adam Neely,2973,4109
2009-01-08T00:00:00,19131940,Robert Joseph Adams,Christine A. Holmstedt,2894,1924
2009-01-08T00:00:00,19131940,Robert Joseph Adams,Julio Alejandro Chalela,2894,1951
2009-01-08T00:00:00,19131940,Robert Joseph Adams,Edward C. Jauch,2894,2105
2009-01-08T00:00:00,19131940,Robert Joseph Adams,Sherron M. Jackson,2894,2357
2009-01-08T00:00:00,19131940,Robert Joseph Adams,Marc Ivor Chimowitz,2894,2663
2009-01-08T00:00:00,19131940,Robert Joseph Adams,Tanya Nadine Turan,2894,3136
2009-01-08T00:00:00,19131940,Robert Joseph Adams,Robert F. Woolson,2894,3292
2009-01-08T00:00:00,19131940,Robert Joseph Adams,Wu Wei  Feng,2894,3426
2009-01-08T00:00:00,19131940,Robert Joseph Adams,Bruce I. Ovbiagele,2894,3620
2009-01-08T00:00:00,19131940,Robert Joseph Adams,Jenifer Haskill Voeks,2894,3674
2009-01-08T00:00:00,19131940,Robert Joseph Adams,Andrea D. Boan,2894,4002
2009-01-08T00:00:00,19131940,Robert Joseph Adams,Angela Marie Malek,2894,4021
2009-01-08T00:00:00,19132495,Michael Sissay Ashenafi,Daniel George Mcdonald,1784,2063
2009-01-08T00:00:00,19132495,Michael Sissay Ashenafi,Jean Leecheng Peng,1784,2538
2009-01-08T00:00:00,19132495,Michael Sissay Ashenafi,David T. Marshall,1784,2602
2009-01-08T00:00:00,19132495,Michael Sissay Ashenafi,Kenneth N. Vanek,1784,3204
2009-01-08T00:00:00,19132495,Joseph M. Jenrette,Michael Sissay Ashenafi,2382,1784
2009-01-08T00:00:00,19132495,Joseph M. Jenrette,William Thomas Creasman,2382,2019
2009-01-08T00:00:00,19132495,Joseph M. Jenrette,Jennifer L. Harper,2382,2271
2009-01-08T00:00:00,19132495,Joseph M. Jenrette,Matthew F. Kohler,2382,2467
2009-01-08T00:00:00,19132495,Joseph M. Jenrette,John S. Metcalf,2382,2653
2009-01-08T00:00:00,19132495,Joseph M. Jenrette,Michelle Phillips Hudspeth,2382,2707
2009-01-08T00:00:00,19132495,Joseph M. Jenrette,Jenny Mccallister Riley,2382,4187
2009-01-08T00:00:00,19132495,Joseph M. Jenrette,Samuel Lewis Cooper,2382,3822
2009-01-08T00:00:00,19133135,Sebastiano  Gattoni-celli,Bruce W. Hollis,2188,2322
2009-01-08T00:00:00,19133135,Sebastiano  Gattoni-celli,Mark S. Kindy,2188,2445
2009-01-08T00:00:00,19133135,Sebastiano  Gattoni-celli,David T. Marshall,2188,2602
2009-01-08T00:00:00,19133135,Sebastiano  Gattoni-celli,Stephen J. Savage,2188,2959
2009-01-08T00:00:00,19133135,Sebastiano  Gattoni-celli,Frank Joseph Brescia,2188,3365
2009-01-08T00:00:00,19133135,Sebastiano  Gattoni-celli,Danforth A. Newton,2188,4110
2009-01-08T00:00:00,19133135,Mark S. Kindy,Carl  Atkinson,2445,1792
2009-01-08T00:00:00,19133135,Mark S. Kindy,Narayan R. Bhat,2445,1853
2009-01-08T00:00:00,19133135,Mark S. Kindy,Sebastiano  Gattoni-celli,2445,2188
2009-01-08T00:00:00,19133135,Mark S. Kindy,Tatyana Ivan Gudz,2445,2234
2009-01-08T00:00:00,19133135,Mark S. Kindy,David T. Marshall,2445,2602
2009-01-08T00:00:00,19133135,Mark S. Kindy,Kumar  Sambamurti,2445,2948
2009-01-08T00:00:00,19133135,Mark S. Kindy,Stephen  Tomlinson,2445,3168
2009-01-09T00:00:00,19479009,Paul J. Nietert,David Louis Bachman,2751,1800
2009-01-09T00:00:00,19479009,Paul J. Nietert,William R. Barfield,2751,1823
2009-01-09T00:00:00,19479009,Paul J. Nietert,Galina Stephanie Bogatkevich,2751,1867
2009-01-09T00:00:00,19479009,Paul J. Nietert,Sandra S. Brotherton,2751,1896
2009-01-09T00:00:00,19479009,Paul J. Nietert,Thomas E. Brothers,2751,1897
2009-01-09T00:00:00,19479009,Paul J. Nietert,Donald O. Castell,2751,1943
2009-01-09T00:00:00,19479009,Paul J. Nietert,Deborah Julia Dewaay,2751,2062
2009-01-09T00:00:00,19479009,Paul J. Nietert,Elizabeth J. Santa Ana,2751,2115
2009-01-09T00:00:00,19479009,Paul J. Nietert,Larry C. Field,2751,2154
2009-01-09T00:00:00,19479009,Paul J. Nietert,Cory Michael Furse,2751,2178
2009-01-09T00:00:00,19479009,Paul J. Nietert,John A. Glaser,2751,2206
2009-01-09T00:00:00,19479009,Paul J. Nietert,Kristina Kay Gustafson,2751,2240
2009-01-09T00:00:00,19479009,Paul J. Nietert,Faye Naomi Hant,2751,2262
2009-01-09T00:00:00,19479009,Paul J. Nietert,Teri Lynn Herbert,2751,2297
2009-01-09T00:00:00,19479009,Paul J. Nietert,Amy Elizabeth Herrin Wahlquist,2751,2299
2009-01-09T00:00:00,19479009,Paul J. Nietert,Horst  Rieke,2751,2326
2009-01-09T00:00:00,19479009,Paul J. Nietert,Heather Shaw Bonilha,2751,2334
2009-01-09T00:00:00,19479009,Paul J. Nietert,John T. Huggins,2751,2339
2009-01-09T00:00:00,19479009,Paul J. Nietert,Ruth G. Jenkins,2751,2381
2009-01-09T00:00:00,19479009,Paul J. Nietert,Donna H. Kern,2751,2433
2009-01-09T00:00:00,19479009,Paul J. Nietert,Mary C. Kral,2751,2474
2009-01-09T00:00:00,19479009,Paul J. Nietert,Cara B. Litvin,2751,2552
2009-01-09T00:00:00,19479009,Paul J. Nietert,Olga  Brawman-mintzer,2751,2672
2009-01-09T00:00:00,19479009,Paul J. Nietert,Holly C. Mitchell,2751,2676
2009-01-09T00:00:00,19479009,Paul J. Nietert,Lynne Sheri Nemeth,2751,2741
2009-01-09T00:00:00,19479009,Paul J. Nietert,Tamara Kristine Nowling,2751,2762
2009-01-09T00:00:00,19479009,Paul J. Nietert,Steven M Ornstein,2751,2780
2009-01-09T00:00:00,19479009,Paul J. Nietert,Janardan P. Pandey,2751,2794
2009-01-09T00:00:00,19479009,Paul J. Nietert,James G. Ravenel,2751,2857
2009-01-09T00:00:00,19479009,Paul J. Nietert,Richard M. Silver,2751,3029
2009-01-09T00:00:00,19479009,Paul J. Nietert,Gerard A Silvestri,2751,3030
2009-01-09T00:00:00,19479009,Paul J. Nietert,Gail Wiscarz Stuart,2751,3110
2009-01-09T00:00:00,19479009,Paul J. Nietert,Juan Carlos Q. Velez,2751,3212
2009-01-09T00:00:00,19479009,Paul J. Nietert,Janelle L. Wagner,2751,3230
2009-01-09T00:00:00,19479009,Paul J. Nietert,Andrea M. Wessell,2751,3261
2009-01-09T00:00:00,19479009,Paul J. Nietert,Shane Kelby Woolf,2751,3291
2009-01-09T00:00:00,19479009,Paul J. Nietert,Wenle  Zhao,2751,3322
2009-01-09T00:00:00,19479009,Paul J. Nietert,James S. Zoller,2751,3328
2009-01-09T00:00:00,19479009,Paul J. Nietert,Nichole Tripician Tanner,2751,3562
2009-01-09T00:00:00,19479009,Paul J. Nietert,William R. Hand,2751,3567
2009-01-09T00:00:00,19479009,Paul J. Nietert,Frances Monroe Hughes,2751,4100
2009-01-09T00:00:00,19479009,Paul J. Nietert,Aryan  Namboodiri,2751,4108
2009-01-09T00:00:00,19479009,Paul J. Nietert,Mary Judith Dooley,2751,4189
2009-01-09T00:00:00,19479009,Paul J. Nietert,Kathryn Harter Bridges,2751,4229
2009-01-09T00:00:00,19479009,Paul J. Nietert,James D. Koonce,2751,3978
2009-01-10T00:00:00,19136111,Don Chase Rockey,Songling  Liu,3638,3750
2009-01-10T00:00:00,19136111,Don Chase Rockey,Zengdun  Shi,3638,3780
2009-01-10T00:00:00,19136111,Don Chase Rockey,Gregory Andrew Cote,3638,4212
2009-01-10T00:00:00,19136111,Don Chase Rockey,Serhan  Karvar,3638,3937
2009-01-11T00:00:00,19136971,Peter W. Kalivas,Arthur Charles Riegel,2413,1736
2009-01-11T00:00:00,19136971,Peter W. Kalivas,Joe Boyd Blumer,2413,1863
2009-01-11T00:00:00,19136971,Peter W. Kalivas,Antonieta  Lavin,2413,2518
2009-01-11T00:00:00,19136971,Peter W. Kalivas,Jacqueline F. Mcginty,2413,2638
2009-01-11T00:00:00,19136971,Peter W. Kalivas,Joachim De Klerk  Uys,2413,3198
2009-01-11T00:00:00,19136971,Peter W. Kalivas,Jompobe  Vuthiganon,2413,3226
2009-01-11T00:00:00,19136971,Peter W. Kalivas,Heather A. Boger,2413,3362
2009-01-11T00:00:00,19136971,Peter W. Kalivas,Carmela Marie Reichel,2413,3374
2009-01-11T00:00:00,19136971,Peter W. Kalivas,Andy Y. Shih,2413,3611
2009-01-11T00:00:00,19136971,Peter W. Kalivas,Rachel Joann Smith,2413,4008
2009-01-11T00:00:00,19136971,Peter W. Kalivas,Cassandra D. Gipson,2413,4035
2009-01-11T00:00:00,19136971,Peter W. Kalivas,Elena Maria Vazey,2413,4051
2009-01-11T00:00:00,19136971,Peter W. Kalivas,Jamie Lynn Peters,2413,4120
2009-01-11T00:00:00,19136971,Peter W. Kalivas,Devadoss J. Samuvel,2413,4130
2009-01-11T00:00:00,19136971,Peter W. Kalivas,Stephen V. Mahler,2413,4148
2009-01-11T00:00:00,19136971,Peter W. Kalivas,Erin A. Mcclure,2413,3836
2009-01-11T00:00:00,19136971,Peter W. Kalivas,Justin T. Gass,2413,3847
2009-01-11T00:00:00,19136971,Antonieta  Lavin,Thomas Paul Naselaris,2518,3560
2009-01-11T00:00:00,19136971,Antonieta  Lavin,William Bailey Glen,2518,4328
2009-01-11T00:00:00,19136971,Justin T. Gass,Lawrence J. Chandler,3847,1953
2009-01-11T00:00:00,19136971,Justin T. Gass,Antonieta  Lavin,3847,2518
2009-01-11T00:00:00,19136971,Justin T. Gass,Marcelo Fernando Lopez,3847,2564
2009-01-11T00:00:00,19136971,Justin T. Gass,Elizabeth J Burnett,3847,4321
2009-01-11T00:00:00,19136971,Justin T. Gass,William Bailey Glen,3847,4328
2009-01-12T00:00:00,19137010,Christina V. Johnson,Laura M. Kasman,2397,2420
2009-01-12T00:00:00,19137010,Christina V. Johnson,Shikhar  Mehrotra,2397,2647
2009-01-12T00:00:00,19137010,Christina V. Johnson,Meenal  Mehrotra,2397,2649
2009-01-12T00:00:00,19137010,Christina V. Johnson,James Scott Norris,2397,2759
2009-01-12T00:00:00,19137010,Christina V. Johnson,Krishnamurthy  Thyagarajan,2397,4081
2009-01-12T00:00:00,19137010,Christina V. Johnson,Pravin  Kesarwani,2397,4114
2009-01-12T00:00:00,19137010,Besim  Ogretmen,Jacek  Bielawski,2772,1854
2009-01-12T00:00:00,19137010,Besim  Ogretmen,Christopher  Davies,2772,2041
2009-01-12T00:00:00,19137010,Besim  Ogretmen,Christina V. Johnson,2772,2397
2009-01-12T00:00:00,19137010,Besim  Ogretmen,Jacqueline M. Kraveka,2772,2477
2009-01-12T00:00:00,19137010,Besim  Ogretmen,Paul Edward O'brien,2772,2768
2009-01-12T00:00:00,19137010,Besim  Ogretmen,Zdzislaw  Szulc,2772,3131
2009-01-12T00:00:00,19137010,Besim  Ogretmen,Venkat Krishnan Ramshesh,2772,3530
2009-01-12T00:00:00,19137010,Besim  Ogretmen,Sandeep  Mahajan,2772,4093
2009-01-12T00:00:00,19137010,Besim  Ogretmen,Salih  Gencer,2772,4129
2009-01-12T00:00:00,19137010,Besim  Ogretmen,Joshua  Oaks,2772,4349
2009-01-12T00:00:00,19137010,Besim  Ogretmen,Kamala Prabha Sundararaj,2772,4388
2009-01-12T00:00:00,19139096,Lauren Ashley Cowart,Baby G. Tholanikunnel,2012,3152
2009-01-12T00:00:00,19139797,Cindy M. Schaeffer,Scott W. Henggeler,2965,2293
2009-01-12T00:00:00,19139797,Cindy M. Schaeffer,Cynthia Cupit Swenson,2965,3127
2009-01-13T00:00:00,19141526,Elizabeth Garrett Mayer,Megan K. Baker,2116,1813
2009-01-13T00:00:00,19141526,Elizabeth Garrett Mayer,Harry S. Clarke,2116,1982
2009-01-13T00:00:00,19141526,Elizabeth Garrett Mayer,Harry Adolph Drabkin,2116,2243
2009-01-13T00:00:00,19141526,Elizabeth Garrett Mayer,Philip D. Hall,2116,2249
2009-01-13T00:00:00,19141526,Elizabeth Garrett Mayer,Jennifer L. Harper,2116,2271
2009-01-13T00:00:00,19141526,Elizabeth Garrett Mayer,Amy Elizabeth Herrin Wahlquist,2116,2299
2009-01-13T00:00:00,19141526,Elizabeth Garrett Mayer,Joseph M. Jenrette,2116,2382
2009-01-13T00:00:00,19141526,Elizabeth Garrett Mayer,Omar Mohamed Moussa,2116,2706
2009-01-13T00:00:00,19141526,Elizabeth Garrett Mayer,Patrick  Nasarre,2116,2793
2009-01-13T00:00:00,19141526,Elizabeth Garrett Mayer,Robert M. Gemmill,2116,2906
2009-01-13T00:00:00,19141526,Elizabeth Garrett Mayer,Anand K. Sharma,2116,3007
2009-01-13T00:00:00,19141526,Elizabeth Garrett Mayer,Carol A. Sherman,2116,3016
2009-01-13T00:00:00,19141526,Elizabeth Garrett Mayer,Keisuke  Shirai,2116,3017
2009-01-13T00:00:00,19141526,Paul J. Nietert,David Louis Bachman,2751,1800
2009-01-13T00:00:00,19141526,Paul J. Nietert,William R. Barfield,2751,1823
2009-01-13T00:00:00,19141526,Paul J. Nietert,Galina Stephanie Bogatkevich,2751,1867
2009-01-13T00:00:00,19141526,Paul J. Nietert,Sandra S. Brotherton,2751,1896
2009-01-13T00:00:00,19141526,Paul J. Nietert,Thomas E. Brothers,2751,1897
2009-01-13T00:00:00,19141526,Paul J. Nietert,Donald O. Castell,2751,1943
2009-01-13T00:00:00,19141526,Paul J. Nietert,Deborah Julia Dewaay,2751,2062
2009-01-13T00:00:00,19141526,Paul J. Nietert,Elizabeth J. Santa Ana,2751,2115
2009-01-13T00:00:00,19141526,Paul J. Nietert,Larry C. Field,2751,2154
2009-01-13T00:00:00,19141526,Paul J. Nietert,Cory Michael Furse,2751,2178
2009-01-13T00:00:00,19141526,Paul J. Nietert,John A. Glaser,2751,2206
2009-01-13T00:00:00,19141526,Paul J. Nietert,Kristina Kay Gustafson,2751,2240
2009-01-13T00:00:00,19141526,Paul J. Nietert,Faye Naomi Hant,2751,2262
2009-01-13T00:00:00,19141526,Paul J. Nietert,Teri Lynn Herbert,2751,2297
2009-01-13T00:00:00,19141526,Paul J. Nietert,Amy Elizabeth Herrin Wahlquist,2751,2299
2009-01-13T00:00:00,19141526,Paul J. Nietert,Horst  Rieke,2751,2326
2009-01-13T00:00:00,19141526,Paul J. Nietert,Heather Shaw Bonilha,2751,2334
2009-01-13T00:00:00,19141526,Paul J. Nietert,John T. Huggins,2751,2339
2009-01-13T00:00:00,19141526,Paul J. Nietert,Ruth G. Jenkins,2751,2381
2009-01-13T00:00:00,19141526,Paul J. Nietert,Donna H. Kern,2751,2433
2009-01-13T00:00:00,19141526,Paul J. Nietert,Mary C. Kral,2751,2474
2009-01-13T00:00:00,19141526,Paul J. Nietert,Cara B. Litvin,2751,2552
2009-01-13T00:00:00,19141526,Paul J. Nietert,Olga  Brawman-mintzer,2751,2672
2009-01-13T00:00:00,19141526,Paul J. Nietert,Holly C. Mitchell,2751,2676
2009-01-13T00:00:00,19141526,Paul J. Nietert,Lynne Sheri Nemeth,2751,2741
2009-01-13T00:00:00,19141526,Paul J. Nietert,Tamara Kristine Nowling,2751,2762
2009-01-13T00:00:00,19141526,Paul J. Nietert,Steven M Ornstein,2751,2780
2009-01-13T00:00:00,19141526,Paul J. Nietert,Janardan P. Pandey,2751,2794
2009-01-13T00:00:00,19141526,Paul J. Nietert,James G. Ravenel,2751,2857
2009-01-13T00:00:00,19141526,Paul J. Nietert,Richard M. Silver,2751,3029
2009-01-13T00:00:00,19141526,Paul J. Nietert,Gerard A Silvestri,2751,3030
2009-01-13T00:00:00,19141526,Paul J. Nietert,Gail Wiscarz Stuart,2751,3110
2009-01-13T00:00:00,19141526,Paul J. Nietert,Juan Carlos Q. Velez,2751,3212
2009-01-13T00:00:00,19141526,Paul J. Nietert,Janelle L. Wagner,2751,3230
2009-01-13T00:00:00,19141526,Paul J. Nietert,Andrea M. Wessell,2751,3261
2009-01-13T00:00:00,19141526,Paul J. Nietert,Shane Kelby Woolf,2751,3291
2009-01-13T00:00:00,19141526,Paul J. Nietert,Wenle  Zhao,2751,3322
2009-01-13T00:00:00,19141526,Paul J. Nietert,James S. Zoller,2751,3328
2009-01-13T00:00:00,19141526,Paul J. Nietert,Nichole Tripician Tanner,2751,3562
2009-01-13T00:00:00,19141526,Paul J. Nietert,William R. Hand,2751,3567
2009-01-13T00:00:00,19141526,Paul J. Nietert,Frances Monroe Hughes,2751,4100
2009-01-13T00:00:00,19141526,Paul J. Nietert,Aryan  Namboodiri,2751,4108
2009-01-13T00:00:00,19141526,Paul J. Nietert,Mary Judith Dooley,2751,4189
2009-01-13T00:00:00,19141526,Paul J. Nietert,Kathryn Harter Bridges,2751,4229
2009-01-13T00:00:00,19141526,Paul J. Nietert,James D. Koonce,2751,3978
2009-01-13T00:00:00,19141526,James G. Ravenel,Philip  Costello,2857,2008
2009-01-13T00:00:00,19141526,James G. Ravenel,Nancy S. Curry,2857,2032
2009-01-13T00:00:00,19141526,James G. Ravenel,Leonie L Gordon,2857,2214
2009-01-13T00:00:00,19141526,James G. Ravenel,Christopher  Hannegan,2857,2259
2009-01-13T00:00:00,19141526,James G. Ravenel,Gary F. Headden,2857,2288
2009-01-13T00:00:00,19141526,James G. Ravenel,John T. Huggins,2857,2339
2009-01-13T00:00:00,19141526,James G. Ravenel,Abid  Irshad,2857,2351
2009-01-13T00:00:00,19141526,James G. Ravenel,Shaun A. Nguyen,2857,2747
2009-01-13T00:00:00,19141526,James G. Ravenel,Uwe Otto Peter Schoepf,2857,2977
2009-01-13T00:00:00,19141526,James G. Ravenel,Gerard A Silvestri,2857,3030
2009-01-13T00:00:00,19141526,James G. Ravenel,Dannah W. Wray,2857,3295
2009-01-13T00:00:00,19141526,James G. Ravenel,Pal  Suranyi,2857,3519
2009-01-13T00:00:00,19141526,James G. Ravenel,Darryl R. Pauls,2857,3520
2009-01-13T00:00:00,19141526,James G. Ravenel,James D. Koonce,2857,3978
2009-01-13T00:00:00,19141526,Gerard A Silvestri,Alice M. Boylan,3030,1883
2009-01-13T00:00:00,19141526,Gerard A Silvestri,Dee Walker Ford,3030,2165
2009-01-13T00:00:00,19141526,Gerard A Silvestri,Leonie L Gordon,3030,2214
2009-01-13T00:00:00,19141526,Gerard A Silvestri,Brenda J. Hoffman,3030,2317
2009-01-13T00:00:00,19141526,Gerard A Silvestri,John T. Huggins,3030,2339
2009-01-13T00:00:00,19141526,Gerard A Silvestri,Walter J. Jones,3030,2401
2009-01-13T00:00:00,19141526,Gerard A Silvestri,Nicholas Corey Koch,3030,2465
2009-01-13T00:00:00,19141526,Gerard A Silvestri,Lawrence C. Mohr,3030,2689
2009-01-13T00:00:00,19141526,Gerard A Silvestri,Paul J. Nietert,3030,2751
2009-01-13T00:00:00,19141526,Gerard A Silvestri,Nicholas J. Pastis,3030,2754
2009-01-13T00:00:00,19141526,Gerard A Silvestri,James G. Ravenel,3030,2857
2009-01-13T00:00:00,19141526,Gerard A Silvestri,Carol A. Sherman,3030,3016
2009-01-13T00:00:00,19141526,Gerard A Silvestri,Gavin Yong Wang,3030,3241
2009-01-13T00:00:00,19141526,Gerard A Silvestri,James S. Zoller,3030,3328
2009-01-13T00:00:00,19141526,Gerard A Silvestri,Kenneth Michael Cummings,3030,3469
2009-01-13T00:00:00,19141526,Gerard A Silvestri,Nichole Tripician Tanner,3030,3562
2009-01-13T00:00:00,19141526,Gerard A Silvestri,Luca  Paoletti,3030,3727
2009-01-13T00:00:00,19141786,Gary S. Gilkeson,Charles S. Greenberg,2202,2025
2009-01-13T00:00:00,19141786,Gary S. Gilkeson,Florence N. Hutchison,2202,2346
2009-01-13T00:00:00,19141786,Gary S. Gilkeson,Diane L. Kamen,2202,2416
2009-01-13T00:00:00,19141786,Gary S. Gilkeson,Margaret  Markiewicz,2202,2600
2009-01-13T00:00:00,19141786,Gary S. Gilkeson,Tamara Kristine Nowling,2202,2762
2009-01-13T00:00:00,19141786,Gary S. Gilkeson,James C. Oates,2202,2766
2009-01-13T00:00:00,19141786,Gary S. Gilkeson,Janardan P. Pandey,2202,2794
2009-01-13T00:00:00,19141786,Gary S. Gilkeson,Baerbel  Rohrer,2202,2908
2009-01-13T00:00:00,19141786,Gary S. Gilkeson,Edwin A. Smith,2202,3052
2009-01-13T00:00:00,19141786,Gary S. Gilkeson,Ida J. Spruill,2202,3078
2009-01-13T00:00:00,19141786,Gary S. Gilkeson,Stephen  Tomlinson,2202,3168
2009-01-13T00:00:00,19141786,Gary S. Gilkeson,Xian-kui  Zhang,2202,3321
2009-01-13T00:00:00,19141786,Gary S. Gilkeson,Paula Sofia Amaral Sal Ramos,2202,3527
