year,pmid,author,coauthor,apid,cpid
2010-02-15T00:00:00,20156897,James T. Mcelligott,James R. Roberts,2632,2902
2010-02-16T00:00:00,19817406,Daniella  Ishimaru,Mirko  Hennig,3448,2294
2010-02-16T00:00:00,19852473,Xiangchun  Xuan,Amod A Ogale,4781,4689
2010-02-16T00:00:00,19852473,Xiangchun  Xuan,Pingshan  Wang,4781,4705
2010-02-16T00:00:00,19860375,Stephen H. Foulger,Deep Raj Sharma,4536,4320
2010-02-16T00:00:00,19860375,Stephen H. Foulger,Igor A. Luzinov,4536,4647
2010-02-16T00:00:00,20157161,Robert Joseph Adams,Christine A. Holmstedt,2894,1924
2010-02-16T00:00:00,20157161,Robert Joseph Adams,Julio Alejandro Chalela,2894,1951
2010-02-16T00:00:00,20157161,Robert Joseph Adams,Edward C. Jauch,2894,2105
2010-02-16T00:00:00,20157161,Robert Joseph Adams,Sherron M. Jackson,2894,2357
2010-02-16T00:00:00,20157161,Robert Joseph Adams,Marc Ivor Chimowitz,2894,2663
2010-02-16T00:00:00,20157161,Robert Joseph Adams,Tanya Nadine Turan,2894,3136
2010-02-16T00:00:00,20157161,Robert Joseph Adams,Robert F. Woolson,2894,3292
2010-02-16T00:00:00,20157161,Robert Joseph Adams,Wu Wei  Feng,2894,3426
2010-02-16T00:00:00,20157161,Robert Joseph Adams,Bruce I. Ovbiagele,2894,3620
2010-02-16T00:00:00,20157161,Robert Joseph Adams,Jenifer Haskill Voeks,2894,3674
2010-02-16T00:00:00,20157161,Robert Joseph Adams,Andrea D. Boan,2894,4002
2010-02-16T00:00:00,20157161,Robert Joseph Adams,Angela Marie Malek,2894,4021
2010-02-16T00:00:00,20157161,Wu Wei  Feng,Maria Gisele Matheus,3426,2659
2010-02-16T00:00:00,20157161,Wu Wei  Feng,Mohamed I. Chaudry,3426,2687
2010-02-16T00:00:00,20157161,Wu Wei  Feng,Robert Joseph Adams,3426,2894
2010-02-16T00:00:00,20157161,Wu Wei  Feng,Steven A. Kautz,3426,3099
2010-02-16T00:00:00,20157161,Wu Wei  Feng,Bruce I. Ovbiagele,3426,3620
2010-02-16T00:00:00,20159837,Sheldon E. Litwin,Steven C. Hunt,4385,2342
2010-02-16T00:00:00,20160710,Lauren Ashley Cowart,Baby G. Tholanikunnel,2012,3152
2010-02-16T00:00:00,20163400,Jessica Elaine Thaxton,Bei  Liu,4064,1842
2010-02-16T00:00:00,20163400,Jessica Elaine Thaxton,Zihai  Li,4064,3326
2010-02-16T00:00:00,20169063,Gary S. Gilkeson,Charles S. Greenberg,2202,2025
2010-02-16T00:00:00,20169063,Gary S. Gilkeson,Florence N. Hutchison,2202,2346
2010-02-16T00:00:00,20169063,Gary S. Gilkeson,Diane L. Kamen,2202,2416
2010-02-16T00:00:00,20169063,Gary S. Gilkeson,Margaret  Markiewicz,2202,2600
2010-02-16T00:00:00,20169063,Gary S. Gilkeson,Tamara Kristine Nowling,2202,2762
2010-02-16T00:00:00,20169063,Gary S. Gilkeson,James C. Oates,2202,2766
2010-02-16T00:00:00,20169063,Gary S. Gilkeson,Janardan P. Pandey,2202,2794
2010-02-16T00:00:00,20169063,Gary S. Gilkeson,Baerbel  Rohrer,2202,2908
2010-02-16T00:00:00,20169063,Gary S. Gilkeson,Edwin A. Smith,2202,3052
2010-02-16T00:00:00,20169063,Gary S. Gilkeson,Ida J. Spruill,2202,3078
2010-02-16T00:00:00,20169063,Gary S. Gilkeson,Stephen  Tomlinson,2202,3168
2010-02-16T00:00:00,20169063,Gary S. Gilkeson,Xian-kui  Zhang,2202,3321
2010-02-16T00:00:00,20169063,Gary S. Gilkeson,Paula Sofia Amaral Sal Ramos,2202,3527
2010-02-16T00:00:00,20169063,Gary S. Gilkeson,Melissa Ann Cunningham,2202,3635
2010-02-16T00:00:00,20169063,Gary S. Gilkeson,Mara Lindsay Lennard Richard,2202,4084
2010-02-16T00:00:00,20169063,Gary S. Gilkeson,Pengfei  Li,2202,4119
2010-02-16T00:00:00,20169063,Gary S. Gilkeson,Erin L Collins,2202,4322
2010-02-16T00:00:00,20169063,Diane L. Kamen,Andrew Booth Lawson,2416,1729
2010-02-16T00:00:00,20169063,Diane L. Kamen,Hazel Lavelle Breland,2416,1894
2010-02-16T00:00:00,20169063,Diane L. Kamen,Gary S. Gilkeson,2416,2202
2010-02-16T00:00:00,20169063,Diane L. Kamen,Tamara Kristine Nowling,2416,2762
2010-02-16T00:00:00,20169063,Diane L. Kamen,James C. Oates,2416,2766
2010-02-16T00:00:00,20169063,Diane L. Kamen,Ida J. Spruill,2416,3078
2010-02-16T00:00:00,20169063,Diane L. Kamen,David O. Sword,2416,3130
2010-02-16T00:00:00,20169063,Diane L. Kamen,Paula Sofia Amaral Sal Ramos,2416,3527
2010-02-16T00:00:00,20169063,Diane L. Kamen,John E. Vena,2416,3975
2010-02-17T00:00:00,20164334,Rosalie Kelsey Crouch,Zsolt  Ablonczy,2021,1730
2010-02-17T00:00:00,20164334,Rosalie Kelsey Crouch,Lauren Elizabeth Ball,2021,1818
2010-02-17T00:00:00,20164334,Rosalie Kelsey Crouch,Andrew K. Gelasco,2021,2193
2010-02-17T00:00:00,20164334,Rosalie Kelsey Crouch,Masahiro  Kono,2021,2468
2010-02-17T00:00:00,20164334,Rosalie Kelsey Crouch,Donald R. Menick,2021,2650
2010-02-17T00:00:00,20164334,Rosalie Kelsey Crouch,Baerbel  Rohrer,2021,2908
2010-02-17T00:00:00,20164334,Rosalie Kelsey Crouch,William C. Wise,2021,3283
2010-02-17T00:00:00,20164334,Rosalie Kelsey Crouch,Jie  Fan,2021,3585
2010-02-17T00:00:00,20164334,Baerbel  Rohrer,Zsolt  Ablonczy,2908,1730
2010-02-17T00:00:00,20164334,Baerbel  Rohrer,Rosalie Kelsey Crouch,2908,2021
2010-02-17T00:00:00,20164334,Baerbel  Rohrer,Ann-charlotte E. Granholm-bentley,2908,2220
2010-02-17T00:00:00,20164334,Baerbel  Rohrer,Stephen  Tomlinson,2908,3168
2010-02-17T00:00:00,20164334,Baerbel  Rohrer,Heather A. Boger,2908,3362
2010-02-17T00:00:00,20164334,Baerbel  Rohrer,Jie  Fan,2908,3585
2010-02-17T00:00:00,20164334,Jie  Fan,Chung-jen Jen James Chou,3585,1979
2010-02-17T00:00:00,20164334,Jie  Fan,Craig E. Crosson,3585,2020
2010-02-17T00:00:00,20164334,Jie  Fan,Rosalie Kelsey Crouch,3585,2021
2010-02-17T00:00:00,20164334,Jie  Fan,Masahiro  Kono,3585,2468
2010-02-17T00:00:00,20164334,Jie  Fan,Baerbel  Rohrer,3585,2908
2010-02-17T00:00:00,20164449,Craig E. Crosson,Zsolt  Ablonczy,2020,1730
2010-02-17T00:00:00,20164449,Craig E. Crosson,Bei  Liu,2020,1842
2010-02-17T00:00:00,20164449,Craig E. Crosson,Chung-jen Jen James Chou,2020,1979
2010-02-17T00:00:00,20164449,Craig E. Crosson,Shahid  Husain,2020,2343
2010-02-17T00:00:00,20164449,Craig E. Crosson,Donald R. Menick,2020,2650
2010-02-17T00:00:00,20164449,Craig E. Crosson,Matthew John Nutaitis,2020,2678
2010-02-17T00:00:00,20164449,Craig E. Crosson,Kumar  Sambamurti,2020,2948
2010-02-17T00:00:00,20164449,Craig E. Crosson,Rupalben H. Trivedi,2020,3179
2010-02-17T00:00:00,20164449,Craig E. Crosson,Feng  Hong,2020,3425
2010-02-17T00:00:00,20164449,Craig E. Crosson,Jie  Fan,2020,3585
2010-02-17T00:00:00,20164449,Craig E. Crosson,Vasudeva Raju Padmaraju,2020,4158
2010-02-17T00:00:00,20164449,Shahid  Husain,Craig E. Crosson,2343,2020
2010-02-17T00:00:00,20164449,Shahid  Husain,Shikhar  Mehrotra,2343,2647
2010-02-17T00:00:00,20164449,Shahid  Husain,Anis  Ahmad,2343,4015
2010-02-17T00:00:00,20164449,Shahid  Husain,Pravin  Kesarwani,2343,4114
2010-02-17T00:00:00,20164449,Donald R. Menick,Chung-jen Jen James Chou,2650,1979
2010-02-17T00:00:00,20164449,Donald R. Menick,Craig E. Crosson,2650,2020
2010-02-17T00:00:00,20164449,Donald R. Menick,Rosalie Kelsey Crouch,2650,2021
2010-02-17T00:00:00,20164449,Donald R. Menick,Christine B. Kern,2650,2432
2010-02-17T00:00:00,20164449,Donald R. Menick,Steven W Kubalak,2650,2487
2010-02-17T00:00:00,20164449,Donald R. Menick,Martin  Morad,2650,2595
2010-02-17T00:00:00,20164449,Donald R. Menick,Harinath  Kasiganesan,2650,3436
2010-02-17T00:00:00,20164449,Donald R. Menick,Christiana S. Kappler,2650,4075
2010-02-17T00:00:00,20164449,Donald R. Menick,Sverre E Aune,2650,4383
2010-02-17T00:00:00,20180839,Peter W. Kalivas,Arthur Charles Riegel,2413,1736
2010-02-17T00:00:00,20180839,Peter W. Kalivas,Joe Boyd Blumer,2413,1863
2010-02-17T00:00:00,20180839,Peter W. Kalivas,Antonieta  Lavin,2413,2518
2010-02-17T00:00:00,20180839,Peter W. Kalivas,Jacqueline F. Mcginty,2413,2638
2010-02-17T00:00:00,20180839,Peter W. Kalivas,Joachim De Klerk  Uys,2413,3198
2010-02-17T00:00:00,20180839,Peter W. Kalivas,Jompobe  Vuthiganon,2413,3226
2010-02-17T00:00:00,20180839,Peter W. Kalivas,Heather A. Boger,2413,3362
2010-02-17T00:00:00,20180839,Peter W. Kalivas,Carmela Marie Reichel,2413,3374
2010-02-17T00:00:00,20180839,Peter W. Kalivas,Andy Y. Shih,2413,3611
2010-02-17T00:00:00,20180839,Peter W. Kalivas,Rachel Joann Smith,2413,4008
2010-02-17T00:00:00,20180839,Peter W. Kalivas,Cassandra D. Gipson,2413,4035
2010-02-17T00:00:00,20180839,Peter W. Kalivas,Elena Maria Vazey,2413,4051
2010-02-17T00:00:00,20180839,Peter W. Kalivas,Jamie Lynn Peters,2413,4120
2010-02-17T00:00:00,20180839,Peter W. Kalivas,Devadoss J. Samuvel,2413,4130
2010-02-17T00:00:00,20180839,Peter W. Kalivas,Stephen V. Mahler,2413,4148
2010-02-17T00:00:00,20180839,Peter W. Kalivas,Erin A. Mcclure,2413,3836
2010-02-17T00:00:00,20180839,Peter W. Kalivas,Justin T. Gass,2413,3847
2010-02-17T00:00:00,20206451,Matthew J. Carpenter,Anthony J. Alberg,1936,1751
2010-02-17T00:00:00,20206451,Matthew J. Carpenter,Kevin M. Gray,1936,2222
2010-02-17T00:00:00,20206451,Matthew J. Carpenter,Amy Elizabeth Herrin Wahlquist,1936,2299
2010-02-17T00:00:00,20206451,Matthew J. Carpenter,Steven D. Larowe,1936,2512
2010-02-17T00:00:00,20206451,Matthew J. Carpenter,Michael E. Saladin,1936,2942
2010-02-17T00:00:00,20206451,Matthew J. Carpenter,Elisabeth L Kryway,1936,3418
2010-02-17T00:00:00,20206451,Matthew J. Carpenter,Kenneth Michael Cummings,1936,3469
2010-02-17T00:00:00,20206451,Matthew J. Carpenter,Luca  Paoletti,1936,3727
2010-02-17T00:00:00,20206451,Matthew J. Carpenter,Erin A. Mcclure,1936,3836
2010-02-17T00:00:00,20206451,Kevin M. Gray,Matthew J. Carpenter,2222,1936
2010-02-17T00:00:00,20206451,Kevin M. Gray,Karen J. Hartwell,2222,2277
2010-02-17T00:00:00,20206451,Kevin M. Gray,Steven D. Larowe,2222,2512
2010-02-17T00:00:00,20206451,Kevin M. Gray,Nathaniel Lee Baker,2222,2733
2010-02-17T00:00:00,20206451,Kevin M. Gray,Michael E. Saladin,2222,2942
2010-02-17T00:00:00,20206451,Kevin M. Gray,Elisabeth L Kryway,2222,3418
2010-02-17T00:00:00,20206451,Kevin M. Gray,Kenneth Michael Cummings,2222,3469
2010-02-17T00:00:00,20206451,Kevin M. Gray,Cassandra D. Gipson,2222,4035
2010-02-17T00:00:00,20206451,Kevin M. Gray,Vitria  Adisetiyo,2222,4157
2010-02-17T00:00:00,20206451,Kevin M. Gray,Erin A. Mcclure,2222,3836
2010-02-17T00:00:00,20206451,Michael E. Saladin,Matthew J. Carpenter,2942,1936
2010-02-17T00:00:00,20206451,Michael E. Saladin,Kathleen T Brady,2942,2
2010-02-17T00:00:00,20206451,Michael E. Saladin,Elizabeth J. Santa Ana,2942,2115
2010-02-17T00:00:00,20206451,Michael E. Saladin,Kevin M. Gray,2942,2222
2010-02-17T00:00:00,20206451,Michael E. Saladin,Steven D. Larowe,2942,2512
2010-02-17T00:00:00,20206451,Michael E. Saladin,Julian M. Libet,2942,2544
2010-02-17T00:00:00,20206451,Michael E. Saladin,Aimee Louise Mcrae-clark,2942,2643
2010-02-17T00:00:00,20206451,Michael E. Saladin,David C. Morrisette,2942,2701
2010-02-17T00:00:00,20206451,Michael E. Saladin,Bryan K. Tolliver,2942,3167
2010-02-17T00:00:00,20206451,Michael E. Saladin,Erin A. Mcclure,2942,3836
2010-02-18T00:00:00,20167904,Bruce I. Ovbiagele,Marc Ivor Chimowitz,3620,2663
2010-02-18T00:00:00,20167904,Bruce I. Ovbiagele,Robert Joseph Adams,3620,2894
2010-02-18T00:00:00,20167904,Bruce I. Ovbiagele,Steven A. Kautz,3620,3099
2010-02-18T00:00:00,20167904,Bruce I. Ovbiagele,Wu Wei  Feng,3620,3426
2010-02-18T00:00:00,20167904,Bruce I. Ovbiagele,Andrea D. Boan,3620,4002
2010-02-18T00:00:00,20170909,David N. Lewin,Alan C. Finley,2542,1732
2010-02-18T00:00:00,20170909,David N. Lewin,David B. Adams,2542,1738
2010-02-18T00:00:00,20170909,David N. Lewin,Ernest R. Camp,2542,2130
2010-02-18T00:00:00,20170909,David N. Lewin,Brenda J. Hoffman,2542,2317
2010-02-18T00:00:00,20170909,David N. Lewin,Kristin  Wallace,2542,2485
2010-02-18T00:00:00,20170909,David N. Lewin,James E. Madory,2542,2583
2010-02-18T00:00:00,20170909,David N. Lewin,Laurrie Dowd Rumpp,2542,2929
2010-02-20T00:00:00,20173212,Mushfiquddin  Khan,Avtar K. Singh,2440,3034
2010-02-20T00:00:00,20173212,Mushfiquddin  Khan,Inderjit  Singh,2440,3036
2010-02-20T00:00:00,20173212,Mushfiquddin  Khan,Anandakumar  Shunmugavel,2440,4407
2010-02-20T00:00:00,20173212,Inderjit  Singh,Eugene Y. Chang,3036,1954
2010-02-20T00:00:00,20173212,Inderjit  Singh,Dorothea Denise Jenkins,3036,2378
2010-02-20T00:00:00,20173212,Inderjit  Singh,Mushfiquddin  Khan,3036,2440
2010-02-20T00:00:00,20173212,Inderjit  Singh,Harold D. May,3036,2615
2010-02-20T00:00:00,20173212,Inderjit  Singh,G. Shashidhar Shashidhar Pai,3036,2791
2010-02-20T00:00:00,20173212,Inderjit  Singh,Avtar K. Singh,3036,3034
2010-02-20T00:00:00,20173212,Inderjit  Singh,Balasubramaniam  Annamalai,3036,4022
2010-02-20T00:00:00,20173212,Inderjit  Singh,Manjeet Kaur Paintlia,3036,4076
2010-02-20T00:00:00,20173212,Inderjit  Singh,Mauhamad  Baarine,3036,4090
2010-02-20T00:00:00,20173212,Inderjit  Singh,Tajinder Singh Dhammu,3036,4154
2010-02-20T00:00:00,20173212,Inderjit  Singh,Sarumathi  Mohan,3036,4371
2010-02-20T00:00:00,20173212,Inderjit  Singh,Anandakumar  Shunmugavel,3036,4407
2010-02-20T00:00:00,22749467,Andrew Booth Lawson,David Gerhard Hoel,1729,2315
2010-02-20T00:00:00,22749467,Andrew Booth Lawson,Bidyut K. Mohanty,1729,2688
2010-02-20T00:00:00,22749467,Andrew Booth Lawson,Caitlyn Nicole Ellerbe,1729,4412
2010-02-20T00:00:00,22749467,Andrew Booth Lawson,John E. Vena,1729,3975
2010-02-21T00:00:00,20172568,Edwin A. Smith,Holly C. Mitchell,3052,2676
2010-02-21T00:00:00,20172568,Edwin A. Smith,Robin C. Muise-helmericks,3052,2730
2010-02-21T00:00:00,20172568,Edwin A. Smith,Charlton  Strange,3052,3106
2010-02-22T00:00:00,20176676,William T. Basco,Anne Lintzenich Andrews,1827,1741
2010-02-22T00:00:00,20176676,William T. Basco,Alexander W. Chessman,1827,1968
2010-02-22T00:00:00,20176676,William T. Basco,Kenton R. Holden,1827,2320
2010-02-22T00:00:00,20176676,William T. Basco,Henry M. Lemon,1827,2536
2010-02-22T00:00:00,20176676,William T. Basco,James T. Mcelligott,1827,2632
2010-02-22T00:00:00,20176676,William T. Basco,John Routt Reigart,1827,2874
2010-02-22T00:00:00,20176676,William T. Basco,James R. Roberts,1827,2902
2010-02-22T00:00:00,20176676,William T. Basco,Kit N. Simpson,1827,3033
2010-02-22T00:00:00,20176676,William T. Basco,Ronald J. Teufel,1827,3146
2010-02-23T00:00:00,20088597,Alexey Alexandrovich Vertegel,Susan Marie Lessner,4766,4424
2010-02-23T00:00:00,20088597,Alexey Alexandrovich Vertegel,Jiro  Nagatomi,4766,4593
2010-02-23T00:00:00,20088597,Alexey Alexandrovich Vertegel,Martine  Laberge,4766,4626
2010-02-23T00:00:00,20088597,Alexey Alexandrovich Vertegel,Narendra R Vyavahare,4766,4683
2010-02-23T00:00:00,20088597,Alexey Alexandrovich Vertegel,Mathew Jon Gregoski,4766,3907
2010-02-23T00:00:00,20177011,Daniel T. Lackland,Jan Neil Basile,2495,1828
2010-02-23T00:00:00,20177011,Daniel T. Lackland,David Ross Garr,2495,2185
2010-02-23T00:00:00,20177011,Daniel T. Lackland,David Gerhard Hoel,2495,2315
2010-02-23T00:00:00,20177011,Daniel T. Lackland,Miran A. Jaffa,2495,2360
2010-02-23T00:00:00,20177011,Daniel T. Lackland,Rebecca Grant Knapp,2495,2460
2010-02-23T00:00:00,20177011,Daniel T. Lackland,Marilyn A. Laken,2495,2501
2010-02-23T00:00:00,20177011,Daniel T. Lackland,Lee Lineberry Saunders,2495,2551
2010-02-23T00:00:00,20177011,Daniel T. Lackland,Lawrence C. Mohr,2495,2689
2010-02-23T00:00:00,20177011,Daniel T. Lackland,Brad W. Neville,2495,2744
2010-02-23T00:00:00,20177011,Daniel T. Lackland,Susan Gayle Reed,2495,2870
2010-02-23T00:00:00,20177011,Daniel T. Lackland,Steven A. Kautz,2495,3099
2010-02-23T00:00:00,20177011,Daniel T. Lackland,Robert F. Woolson,2495,3292
2010-02-23T00:00:00,20177011,Daniel T. Lackland,Wu Wei  Feng,2495,3426
2010-02-23T00:00:00,20177011,Daniel T. Lackland,Bruce I. Ovbiagele,2495,3620
2010-02-23T00:00:00,20177011,Daniel T. Lackland,Jenifer Haskill Voeks,2495,3674
2010-02-23T00:00:00,20177011,Daniel T. Lackland,Dulaney A. Wilson,2495,3770
2010-02-23T00:00:00,20177011,Daniel T. Lackland,Andrea D. Boan,2495,4002
2010-02-23T00:00:00,20177011,Daniel T. Lackland,Angela Marie Malek,2495,4021
2010-02-23T00:00:00,20177011,Robert Joseph Adams,Christine A. Holmstedt,2894,1924
2010-02-23T00:00:00,20177011,Robert Joseph Adams,Julio Alejandro Chalela,2894,1951
2010-02-23T00:00:00,20177011,Robert Joseph Adams,Edward C. Jauch,2894,2105
2010-02-23T00:00:00,20177011,Robert Joseph Adams,Sherron M. Jackson,2894,2357
2010-02-23T00:00:00,20177011,Robert Joseph Adams,Marc Ivor Chimowitz,2894,2663
2010-02-23T00:00:00,20177011,Robert Joseph Adams,Tanya Nadine Turan,2894,3136
2010-02-23T00:00:00,20177011,Robert Joseph Adams,Robert F. Woolson,2894,3292
2010-02-23T00:00:00,20177011,Robert Joseph Adams,Wu Wei  Feng,2894,3426
2010-02-23T00:00:00,20177011,Robert Joseph Adams,Bruce I. Ovbiagele,2894,3620
2010-02-23T00:00:00,20177011,Robert Joseph Adams,Jenifer Haskill Voeks,2894,3674
2010-02-23T00:00:00,20177011,Robert Joseph Adams,Andrea D. Boan,2894,4002
2010-02-23T00:00:00,20177011,Robert Joseph Adams,Angela Marie Malek,2894,4021
2010-02-23T00:00:00,20179250,Leonard Ehianu Egede,Robert Neal Axon,2113,1796
2010-02-23T00:00:00,20179250,Leonard Ehianu Egede,Charles F. Bratton,2113,1892
2010-02-23T00:00:00,20179250,Leonard Ehianu Egede,Hazel Lavelle Breland,2113,1894
2010-02-23T00:00:00,20179250,Leonard Ehianu Egede,Cheryl Patrice Lynch,2113,2014
2010-02-23T00:00:00,20179250,Leonard Ehianu Egede,Kimberly S. Davis,2113,2045
2010-02-23T00:00:00,20179250,Leonard Ehianu Egede,Clara E. Dismuke,2113,2071
2010-02-23T00:00:00,20179250,Leonard Ehianu Egede,Mulugeta Gebreselassie Gebregziabher,2113,2190
2010-02-23T00:00:00,20179250,Leonard Ehianu Egede,Anouk L. Grubaugh,2113,2231
2010-02-23T00:00:00,20179250,Leonard Ehianu Egede,Bonnie B Harris,2113,2272
2010-02-23T00:00:00,20179250,Leonard Ehianu Egede,Kelly Jean Hunt,2113,2341
2010-02-23T00:00:00,20179250,Leonard Ehianu Egede,Brad A. Keith,2113,2426
2010-02-23T00:00:00,20179250,Leonard Ehianu Egede,Rebecca Grant Knapp,2113,2460
2010-02-23T00:00:00,20179250,Leonard Ehianu Egede,Patrick D. Mauldin,2113,2612
2010-02-23T00:00:00,20179250,Leonard Ehianu Egede,William P. Moran,2113,2697
2010-02-23T00:00:00,20179250,Leonard Ehianu Egede,Martina  Mueller,2113,2718
2010-02-23T00:00:00,20179250,Leonard Ehianu Egede,Charlene A. Pope,2113,2826
2010-02-23T00:00:00,20179250,Leonard Ehianu Egede,Sujeeve S. Bains,2113,3115
2010-02-23T00:00:00,20179250,Leonard Ehianu Egede,Nichole Tripician Tanner,2113,3562
2010-02-23T00:00:00,20179250,Leonard Ehianu Egede,David J. Taber,2113,3643
2010-02-23T00:00:00,20179250,Leonard Ehianu Egede,James J. Prisciandaro,2113,3676
2010-02-23T00:00:00,20179250,Leonard Ehianu Egede,Titte Rajagopal Srinivas,2113,3764
2010-02-23T00:00:00,20179250,Leonard Ehianu Egede,Joni Strom Williams,2113,4144
2010-02-23T00:00:00,20179294,Narendra P Singh,Venkatesh  Hegde,4429,4441
2010-02-23T00:00:00,20179323,Deepak  Bastia,Bidyut K. Mohanty,1830,2688
2010-02-23T00:00:00,20179323,Bidyut K. Mohanty,Deepak  Bastia,2688,1830
2010-02-23T00:00:00,20179323,Bidyut K. Mohanty,Caroline  Westwater,2688,3263
2010-02-23T00:00:00,20181405,Leonard Ehianu Egede,Robert Neal Axon,2113,1796
2010-02-23T00:00:00,20181405,Leonard Ehianu Egede,Charles F. Bratton,2113,1892
2010-02-23T00:00:00,20181405,Leonard Ehianu Egede,Hazel Lavelle Breland,2113,1894
2010-02-23T00:00:00,20181405,Leonard Ehianu Egede,Cheryl Patrice Lynch,2113,2014
2010-02-23T00:00:00,20181405,Leonard Ehianu Egede,Kimberly S. Davis,2113,2045
2010-02-23T00:00:00,20181405,Leonard Ehianu Egede,Clara E. Dismuke,2113,2071
2010-02-23T00:00:00,20181405,Leonard Ehianu Egede,Mulugeta Gebreselassie Gebregziabher,2113,2190
2010-02-23T00:00:00,20181405,Leonard Ehianu Egede,Anouk L. Grubaugh,2113,2231
2010-02-23T00:00:00,20181405,Leonard Ehianu Egede,Bonnie B Harris,2113,2272
2010-02-23T00:00:00,20181405,Leonard Ehianu Egede,Kelly Jean Hunt,2113,2341
2010-02-23T00:00:00,20181405,Leonard Ehianu Egede,Brad A. Keith,2113,2426
2010-02-23T00:00:00,20181405,Leonard Ehianu Egede,Rebecca Grant Knapp,2113,2460
2010-02-23T00:00:00,20181405,Leonard Ehianu Egede,Patrick D. Mauldin,2113,2612
2010-02-23T00:00:00,20181405,Leonard Ehianu Egede,William P. Moran,2113,2697
2010-02-23T00:00:00,20181405,Leonard Ehianu Egede,Martina  Mueller,2113,2718
2010-02-23T00:00:00,20181405,Leonard Ehianu Egede,Charlene A. Pope,2113,2826
2010-02-23T00:00:00,20181405,Leonard Ehianu Egede,Sujeeve S. Bains,2113,3115
2010-02-23T00:00:00,20181405,Leonard Ehianu Egede,Nichole Tripician Tanner,2113,3562
2010-02-23T00:00:00,20181405,Leonard Ehianu Egede,David J. Taber,2113,3643
2010-02-23T00:00:00,20181405,Leonard Ehianu Egede,James J. Prisciandaro,2113,3676
2010-02-23T00:00:00,20181405,Leonard Ehianu Egede,Titte Rajagopal Srinivas,2113,3764
2010-02-23T00:00:00,20181405,Leonard Ehianu Egede,Joni Strom Williams,2113,4144
2010-02-24T00:00:00,20181679,Yuko Y. Palesch,Peter B. Cotton,2792,2009
2010-02-24T00:00:00,20181679,Yuko Y. Palesch,Valerie Lynne Durkalski-mauldin,2792,2099
2010-02-24T00:00:00,20181679,Yuko Y. Palesch,Jordan J. Elm,2792,2122
2010-02-24T00:00:00,20181679,Yuko Y. Palesch,Robert Geoffrey Gellin,2792,2194
2010-02-24T00:00:00,20181679,Yuko Y. Palesch,Barry L. Hainer,2792,2247
2010-02-24T00:00:00,20181679,Yuko Y. Palesch,Robert F. Woolson,2792,3292
2010-02-24T00:00:00,20181679,Yuko Y. Palesch,Sharon Dziuba Yeatts,2792,3306
2010-02-24T00:00:00,20181679,Yuko Y. Palesch,Wenle  Zhao,2792,3322
2010-02-24T00:00:00,20181679,Yuko Y. Palesch,Holly Judith Tillman,2792,3441
2010-02-24T00:00:00,20181679,Yuko Y. Palesch,Lynn  Patterson,2792,4117
2010-02-24T00:00:00,20359856,Kenneth D. Tew,Joe Boyd Blumer,3147,1863
2010-02-24T00:00:00,20359856,Kenneth D. Tew,Warren  Davis,3147,2046
2010-02-24T00:00:00,20359856,Kenneth D. Tew,Victoria Jane Findlay,3147,2156
2010-02-24T00:00:00,20359856,Kenneth D. Tew,Kristi L. Helke,3147,2452
2010-02-24T00:00:00,20359856,Kenneth D. Tew,Danyelle  Townsend,3147,3173
2010-02-24T00:00:00,20359856,Kenneth D. Tew,Joachim De Klerk  Uys,3147,3198
2010-02-24T00:00:00,20359856,Kenneth D. Tew,Yefim  Manevich,3147,3307
2010-02-24T00:00:00,20359856,Kenneth D. Tew,Richard R. Drake,3147,3543
2010-02-24T00:00:00,20359856,Kenneth D. Tew,Elizabeth Ellen Jones,3147,4050
2010-02-24T00:00:00,20359856,Kenneth D. Tew,Ying  Xiong,3147,4168
2010-02-24T00:00:00,20359856,Kenneth D. Tew,Zhiwei  Ye,3147,4403
2010-02-25T00:00:00,20188594,Carl  Atkinson,Rodney J. Schlosser,1792,2970
2010-02-25T00:00:00,20188594,Carl  Atkinson,Steven D. Shapiro,1792,3006
2010-02-25T00:00:00,20188594,Carl  Atkinson,Stephen  Tomlinson,1792,3168
2010-02-25T00:00:00,20188594,Carl  Atkinson,Jennifer Konopa Mulligan,1792,3470
2010-02-25T00:00:00,20188594,Carl  Atkinson,Tara Ann Burns,1792,4033
2010-02-25T00:00:00,20201953,Faye Naomi Hant,Galina Stephanie Bogatkevich,2262,1867
2010-02-25T00:00:00,20201953,Faye Naomi Hant,Richard M. Silver,2262,3029
2010-02-25T00:00:00,20201953,Faye Naomi Hant,Russell William Chapin,2262,3379
2010-02-28T00:00:00,20199602,David P. Turner,Victoria Jane Findlay,3184,2156
2010-02-28T00:00:00,20199602,David P. Turner,Omar Mohamed Moussa,3184,2706
2010-02-28T00:00:00,20199602,David P. Turner,Dennis K. Watson,3184,3249
2010-02-28T00:00:00,20199602,David P. Turner,Laura Simmons Spruill,3184,3753
2010-03-01T00:00:00,19813266,Narendra L. Banik,Craig C. Beeson,1821,1838
2010-03-01T00:00:00,19813266,Narendra L. Banik,Arabinda  Das,1821,2040
2010-03-01T00:00:00,19813266,Narendra L. Banik,Azizul  Haque,1821,2263
2010-03-01T00:00:00,19813266,Narendra L. Banik,Sunil J. Patel,1821,2798
2010-03-01T00:00:00,19813266,Narendra L. Banik,Supriti  Samanta Ray,1821,2947
