year,pmid,author,coauthor,apid,cpid
2010-01-13T00:00:00,20069435,Elizabeth Garrett Mayer,Keisuke  Shirai,2116,3017
2010-01-13T00:00:00,20069435,Philip D. Hall,Joseph T Dipiro,2249,2069
2010-01-13T00:00:00,20071122,Andrew D. Hardie,Harry S. Clarke,2264,1982
2010-01-13T00:00:00,20071122,Andrew D. Hardie,Thomas E. Keane,2264,2425
2010-01-13T00:00:00,20071122,Andrew D. Hardie,Marques L. Bradshaw,2264,2681
2010-01-13T00:00:00,20071122,Andrew D. Hardie,Sameer Vijay Tipnis,2264,2953
2010-01-13T00:00:00,20071122,Andrew D. Hardie,Carlo Nicola De Cecco,2264,3820
2010-01-13T00:00:00,20072130,Michael Brian Lilly,Bo  Cen,3497,1866
2010-01-13T00:00:00,20072130,Michael Brian Lilly,Marina Yu Zemskova,3497,2616
2010-01-13T00:00:00,20072130,Michael Brian Lilly,Sandeep  Mahajan,3497,4093
2010-01-13T00:00:00,20074751,John S. Ikonomidis,Jeremy L. Barth,2349,1825
2010-01-13T00:00:00,20074751,John S. Ikonomidis,Chadrick E. Denlinger,2349,1963
2010-01-13T00:00:00,20074751,John S. Ikonomidis,Michael Lawrence Craig,2349,2017
2010-01-13T00:00:00,20074751,John S. Ikonomidis,Fred A. Crawford,2349,2018
2010-01-13T00:00:00,20074751,John S. Ikonomidis,Arthur Jackson Crumbley,2349,2023
2010-01-13T00:00:00,20074751,John S. Ikonomidis,Daniel H. Steinberg,2349,2064
2010-01-13T00:00:00,20074751,John S. Ikonomidis,Jeffrey A. Jones,2349,2400
2010-01-13T00:00:00,20074751,John S. Ikonomidis,John M. Kratz,2349,2475
2010-01-13T00:00:00,20074751,John S. Ikonomidis,Minoo  Kavarana,2349,2666
2010-01-13T00:00:00,20074751,John S. Ikonomidis,Rupak D. Mukherjee,2349,2720
2010-01-13T00:00:00,20074751,John S. Ikonomidis,Catherine S. Rubinstein,2349,2924
2010-01-13T00:00:00,20074751,John S. Ikonomidis,Robert M. Sade,2349,2933
2010-01-13T00:00:00,20074751,John S. Ikonomidis,Claudio J Schonholz,2349,2978
2010-01-13T00:00:00,20074751,John S. Ikonomidis,Francis G. Spinale,2349,3075
2010-01-13T00:00:00,20074751,John S. Ikonomidis,Martha R. Stroud,2349,3107
2010-01-13T00:00:00,20074751,John S. Ikonomidis,Marian H. Taylor,2349,3140
2010-01-13T00:00:00,20074751,John S. Ikonomidis,John M. Toole,2349,3169
2010-01-13T00:00:00,20074751,John S. Ikonomidis,Adrian B. Vanbakel,2349,3201
2010-01-13T00:00:00,20074751,John S. Ikonomidis,Jason S. Haney,2349,3435
2010-01-13T00:00:00,20074751,John S. Ikonomidis,Robert E. Stroud,2349,3558
2010-01-13T00:00:00,20074751,John S. Ikonomidis,William R. Hand,2349,3567
2010-01-13T00:00:00,20074751,John S. Ikonomidis,Ebony Jade Hilton,2349,3664
2010-01-13T00:00:00,20074751,John S. Ikonomidis,Mario Augusto Castillo-sang,2349,3699
2010-01-13T00:00:00,20074751,John S. Ikonomidis,Jean M. Ruddy,2349,4259
2010-01-13T00:00:00,20074751,Francis G. Spinale,James H. Abernathy,3075,1728
2010-01-13T00:00:00,20074751,Francis G. Spinale,Calvert C. Alpert,3075,1758
2010-01-13T00:00:00,20074751,Francis G. Spinale,Catalin F. Baicu,3075,1807
2010-01-13T00:00:00,20074751,Francis G. Spinale,Scott M. Bradley,3075,1887
2010-01-13T00:00:00,20074751,Francis G. Spinale,Amy Dodd Bradshaw,3075,1888
2010-01-13T00:00:00,20074751,Francis G. Spinale,Chadrick E. Denlinger,3075,1963
2010-01-13T00:00:00,20074751,Francis G. Spinale,Fred A. Crawford,3075,2018
2010-01-13T00:00:00,20074751,Francis G. Spinale,Arthur Jackson Crumbley,3075,2023
2010-01-13T00:00:00,20074751,Francis G. Spinale,Geoffrey A. Forbus,3075,2164
2010-01-13T00:00:00,20074751,Francis G. Spinale,Eric M. Graham,3075,2219
2010-01-13T00:00:00,20074751,Francis G. Spinale,Latha  Hebbar,3075,2290
2010-01-13T00:00:00,20074751,Francis G. Spinale,John S. Ikonomidis,3075,2349
2010-01-13T00:00:00,20074751,Francis G. Spinale,Jerry Ewing Squires,3075,2383
2010-01-13T00:00:00,20074751,Francis G. Spinale,Jeffrey A. Jones,3075,2400
2010-01-13T00:00:00,20074751,Francis G. Spinale,John M. Kratz,3075,2475
2010-01-13T00:00:00,20074751,Francis G. Spinale,Paul J. Mcdermott,3075,2629
2010-01-13T00:00:00,20074751,Francis G. Spinale,Rupak D. Mukherjee,3075,2720
2010-01-13T00:00:00,20074751,Francis G. Spinale,Scott T. Reeves,3075,2872
2010-01-13T00:00:00,20074751,Francis G. Spinale,Marvin Michael Swindle,3075,3129
2010-01-13T00:00:00,20074751,Francis G. Spinale,John M. Toole,3075,3169
2010-01-13T00:00:00,20074751,Francis G. Spinale,Robert D. Warters,3075,3246
2010-01-13T00:00:00,20074751,Francis G. Spinale,Michael R. Zile,3075,3327
2010-01-13T00:00:00,20074751,Francis G. Spinale,Robert E. Stroud,3075,3558
2010-01-13T00:00:00,20074751,Francis G. Spinale,Ebony Jade Hilton,3075,3664
2010-01-13T00:00:00,20074751,Francis G. Spinale,Michel J Sabbagh,3075,3739
2010-01-13T00:00:00,20074751,Francis G. Spinale,Laura Simmons Spruill,3075,3753
2010-01-13T00:00:00,20074751,Francis G. Spinale,Jean M. Ruddy,3075,4259
2010-01-13T00:00:00,20074751,Francis G. Spinale,Kimberly Elaine Mchugh,3075,3959
2010-01-13T00:00:00,20074751,John M. Toole,Michael Lawrence Craig,3169,2017
2010-01-13T00:00:00,20074751,John M. Toole,John M. Kratz,3169,2475
2010-01-14T00:00:00,20031449,Marcelo Silveira Guimaraes,Christopher  Hannegan,2235,2259
2010-01-14T00:00:00,20031449,Marcelo Silveira Guimaraes,Claudio J Schonholz,2235,2978
2010-01-14T00:00:00,20031449,Marcelo Silveira Guimaraes,John Bayne Selby,2235,2997
2010-01-14T00:00:00,20031449,Marcelo Silveira Guimaraes,Michael B. Anderson,2235,3348
2010-01-14T00:00:00,20031449,Marcelo Silveira Guimaraes,Ricardo Tadayoshi Barbos Yamada,2235,3734
2010-01-14T00:00:00,20071765,Nicholas Corey Koch,Daniel George Mcdonald,2465,2063
2010-01-14T00:00:00,20071765,Nicholas Corey Koch,Jean Leecheng Peng,2465,2538
2010-01-14T00:00:00,20075064,Rick G Schnellmann,Craig C. Beeson,2973,1838
2010-01-14T00:00:00,20075064,Rick G Schnellmann,Andrew K. Gelasco,2973,2193
2010-01-14T00:00:00,20075064,Rick G Schnellmann,John E. Oatis,2973,2767
2010-01-14T00:00:00,20075064,Rick G Schnellmann,Zhi  Zhong,2973,3323
2010-01-14T00:00:00,20075064,Rick G Schnellmann,Christopher Charles Lindsey,2973,3382
